,X_rolling_mean_mean,X_rolling_mean_std,X_rolling_std_mean,X_rolling_std_std,Y_rolling_mean_mean,Y_rolling_mean_std,Y_rolling_std_mean,Y_rolling_std_std,Z_rolling_mean_mean,Z_rolling_mean_std,Z_rolling_std_mean,Z_rolling_std_std,X_trend_slope,X_trend_intercept,Y_trend_slope,Y_trend_intercept,Z_trend_slope,Z_trend_intercept,enmo_trend_slope,enmo_trend_intercept,X_fft_max_amplitude,X_fft_mean_amplitude,Y_fft_max_amplitude,Y_fft_mean_amplitude,Z_fft_max_amplitude,Z_fft_mean_amplitude,active_periods,peak_activity_hour,peak_activity_enmo,id
0,-0.47898186052080727,0.3700718208363388,0.19138284608419812,0.12323851393288122,-0.037651206715499944,0.42717870880786474,0.25510616166142747,0.17198520418232865,-0.21594168920957665,0.33679214448316985,0.22869317209109902,0.13736222562809577,-6.611497796159996e-07,-0.38993754929329244,-2.3443632150061036e-07,-0.00607186755118831,4.7020230567374526e-07,-0.27927675004745656,6.289228723550793e-08,0.05307287154872309,14401.900949161954,118.8498712507281,8520.978627713099,160.05305016301202,5938.410082152554,136.58545157127043,45199,13,0.13257234,0d01bbf2
1,0.047880323161149575,0.5001233875505242,0.09306915898578871,0.13216519320271602,0.0032342257243159972,0.39027067831692946,0.12064287711397542,0.17746223792127566,-0.2500006845260857,0.6215228205912997,0.10832474939142585,0.14981599351176103,1.5902715995181283e-07,0.015079909821091366,5.142208748106027e-07,-0.10278044219805643,8.293239203353528e-07,-0.420958909997628,-3.181009512750214e-08,0.030023024058976003,33557.09246002319,114.64765408862341,20169.649483653033,140.9215741067214,54008.66830989432,130.9857294513795,25247,14,0.04472933,cefdb7fe
2,-0.0888596555053114,0.29749726244111835,0.006095684223494387,0.0431849812962715,0.04515742741747437,0.3697599555615775,0.004784542263082568,0.03629063367826915,-0.2122591440574941,0.8393750136983908,0.006385021250320503,0.04808284040383709,-8.114320158273678e-07,0.06702563088382332,-4.2949683589535986e-07,0.12766638053460755,3.407626465496415e-06,-0.8669212933948861,1.6541845877232504e-08,0.0016202032753179299,31123.953491910564,36.316604435806376,53232.926174439046,30.995008185126444,149023.997935423,44.2417762629802,1291,20,0.009356693,58391429
3,-0.08004541952721565,0.5662245791103386,0.16102145041585592,0.1367518771601785,0.05800838790122702,0.5365409437067215,0.1935263218855419,0.18711722704496028,-0.26904181815694506,0.31314492075918915,0.1641787566699114,0.1400767728176114,7.442109650174519e-07,-0.19612560107555282,5.434005965606779e-09,0.05716972238638223,-6.29161932660256e-08,-0.2592225402749082,-3.9433945857152026e-08,0.051562455702329965,56925.47918140187,122.63147881894831,32530.55924642014,156.92607930620656,6478.653854091833,120.47329426789327,36990,16,0.07272476,2ca2206f
4,-0.06729427482024948,0.26432754177794376,0.03338134430477216,0.09839530574692541,0.18760537685508133,0.5180333442470795,0.034940423118075895,0.10344687858765102,-0.3813893579856272,0.6606980883329404,0.03651006389649226,0.10544222689249295,-3.908538618929516e-07,0.006404114984756243,8.62926998776522e-07,0.02486611235200701,-2.1321618473353262e-06,0.020706203102002663,-7.61680065515112e-08,0.033256633241765865,16445.33817333624,70.33321555834938,81503.5419785265,72.88818200675638,86540.56609146568,78.74010833368604,13012,12,0.050006103,19455336
5,0.011677688269853645,0.16509960959891384,0.00557710028440639,0.03746102703138991,0.11449550692124895,0.4324528596652821,0.007153894176281684,0.048522443871695416,-0.7239941275751958,0.4739638747135783,0.00678350809984601,0.045095754659172274,1.5786373786927766e-07,-0.029900948867801,8.972234670471532e-07,-0.12181568650684053,1.153454932668508e-06,-1.0277793628188734,-1.0168446265665398e-08,0.004836314928796963,13797.141290554298,31.074175922983876,76692.62462107593,40.79708558530853,99625.00823703203,41.03117369047146,1976,17,0.012712518,ca33a5e7
6,-0.36078906851950315,0.41373769691947176,0.22359882033218795,0.14994249517121797,-0.06569344187264313,0.38314639012983676,0.23987297978847544,0.16351801955991385,0.09127707825594583,0.46339401855151846,0.26137978699477055,0.16033559970278152,4.0459023617006384e-07,-0.37808418146886386,2.0141422908835783e-07,-0.07430490340193294,-1.9953426097105963e-06,0.17669715386176388,-1.7099199454263663e-07,0.07458435990527827,5343.887994568078,79.46278376451868,3501.7970789515944,84.17020757607646,6984.231713721238,90.2056697391869,13842,15,0.11875571,92bb8516
7,0.018137544095867777,0.5858948677405081,0.17618100898194355,0.13190835258657882,0.0013395817915929035,0.48976925971567,0.23777086471178102,0.17813211467091947,0.023650231811902848,0.42211815081675036,0.21542516065967646,0.14122197921992363,-3.0452071299314766e-06,0.26335194995422945,-1.634045541090304e-06,0.13292540816819176,2.3998624806541842e-06,-0.16961488858011067,-1.9489464982640793e-07,0.10223457726501327,25985.315759611505,91.20412039985335,14757.173030936878,120.37610015173001,14974.94247553591,103.8247385833586,34532,16,0.1609371,2812951b
8,-0.4264259613924776,0.401315679282831,0.20864877787236394,0.1495228199602846,0.05669220887136329,0.41444911496100817,0.25098551892873866,0.19494153402038344,-0.3076254424741462,0.3059141343392822,0.2179148092969235,0.1400541946499024,-3.4273543956615626e-05,-0.28529134557413277,4.852515439366233e-05,-0.1416559613487648,-8.790310299588176e-06,-0.27197229732051403,-4.758600531100113e-06,0.07258772360972839,845.230494456855,23.488265660007084,677.0314959355794,28.073323551774493,493.79391928687454,22.72764198325586,1218,17,0.19456628,6b6467f4
9,0.20751095195682362,0.5394676641221708,0.09686095916830682,0.13652813389625523,-0.019414181600736508,0.4475996732404168,0.12339732213201288,0.17872810484617394,0.05384895476179966,0.5648386667214443,0.11535766050256334,0.1532246079169072,1.9789287370040286e-07,0.17994426934328753,-3.005250552955796e-07,0.022455859939179503,-6.502854620704198e-08,0.06287939470867474,-8.279069573809459e-08,0.07239757640274971,29138.822649834077,100.10917101169935,24702.920982590582,119.23392180454886,24571.50794780847,111.12456766172109,34749,14,0.15181376,9d6b1410
10,0.1680403258236672,0.24923879944360694,0.005665636832509921,0.040097769417729565,0.31615123085042607,0.3701226106352371,0.00610731131140886,0.04635255265282793,-0.6372546654627463,0.49658284199005975,0.00650347508656718,0.04731522391638045,-8.596408867585498e-07,0.33840799338522265,-9.248659375647311e-07,0.49944181406487054,-2.1731159580468287e-06,-0.20655970747051375,-2.7399040656706284e-08,0.007855174245256377,50193.508888229095,29.183140048707717,74811.38679584849,32.82431023064972,98235.44732783658,36.149238466860815,1363,18,0.008595163,22c72c4e
11,-0.28562253687490663,0.48893162359796605,0.13896891381370088,0.16726515271770898,0.07099597290916923,0.4305230411404761,0.1358342179055061,0.1706262995014166,-0.31336508196904783,0.4472736620471028,0.12342877077677306,0.1428272535358157,1.429864343856014e-07,-0.31413918993847256,-1.2138029808072236e-07,0.09522939299419772,3.1871017927276005e-07,-0.3769693936040912,-1.0312606839410036e-08,0.026240830264000564,22113.750909221137,145.40986826988754,25651.5878827752,145.15096658240202,14012.16013571864,130.09784371985052,21970,10,0.08873968,b3b200af
12,0.21416589503462466,0.565242296366097,0.16427312054350257,0.1327103999045175,-0.0031265535704747944,0.4809974300823878,0.19655016983901658,0.16546569251716317,-0.14552091529697567,0.41522040838054824,0.19427561457236883,0.14266766446823204,6.851638727965475e-06,-0.10495536374026464,3.502837699388865e-07,-0.019431214651246833,3.0912133893562992e-06,-0.2895512637613868,-9.815890064009665e-07,0.12303058878944434,20390.95869150725,66.43950724931825,8250.50249168696,81.31055205361815,6801.5088521342595,75.0226943252779,16177,17,0.10669391,ebf30e46
13,0.20238206313331286,0.42089204903351723,0.0665436434979597,0.12059312590010177,0.039015738395330915,0.333505300199211,0.07611521071616491,0.1441472988220464,-0.5381392575897328,0.5285820282461736,0.0761854884024493,0.13410878034472695,-9.860093632964297e-07,0.3978586822798144,-2.402178434326946e-07,0.08662759263244618,-2.0884882054573773e-06,-0.1240823003975444,-1.099880085172972e-07,0.04369509843130883,40578.17815281907,96.61156695753543,20827.322009861397,107.04675183120015,70204.61571038222,108.44526926395321,20458,10,0.060913157,2a0b8386
14,-0.34120177769308,0.4693542844364745,0.2058826200323038,0.1283175433329422,-0.09095189884298736,0.42109897344788044,0.28261072943720555,0.18909777409061349,-0.14350818011597563,0.3505190354700814,0.2347178451420503,0.1366890936457742,-1.8354489454406249e-06,-0.2440980276886804,-7.597253292886589e-07,-0.050753404394047706,-5.323394231416808e-08,-0.14062026104093325,9.022870794374393e-08,0.05501734609076208,11382.316956868272,80.21301427520515,4270.886156328633,108.10036518864203,3373.886895017527,87.43209892052182,15178,16,0.09783664,71c1b1d2
15,-0.04533261238036393,0.5943907558438869,0.13197135928216566,0.1611094442736901,-0.06334158726717411,0.35284866323390274,0.14682717030299647,0.17880712512910446,-0.14565570948037956,0.5558081158805914,0.15081055685848327,0.17464763321089888,4.09616110335516e-06,-0.09584560547090958,-8.096639776313218e-06,0.036844586353350244,-2.9535379685452214e-06,-0.10917734463471716,1.2889933072703367e-06,0.03843194668872525,5250.5788567825575,36.034940447088566,1210.6079164254047,37.2411607472993,2623.8981551264983,39.73660838210143,2930,11,0.23573536,e683d2c9
