,stat_0,stat_1,stat_2,stat_3,stat_4,stat_5,stat_6,stat_7,stat_8,stat_9,stat_10,stat_11,stat_12,stat_13,stat_14,stat_15,stat_16,stat_17,stat_18,stat_19,stat_20,stat_21,stat_22,stat_23,stat_24,stat_25,stat_26,stat_27,stat_28,stat_29,stat_30,stat_31,stat_32,stat_33,stat_34,stat_35,stat_36,stat_37,stat_38,stat_39,stat_40,stat_41,stat_42,stat_43,stat_44,stat_45,stat_46,stat_47,stat_48,stat_49,stat_50,stat_51,stat_52,stat_53,stat_54,stat_55,stat_56,stat_57,stat_58,stat_59,stat_60,stat_61,stat_62,stat_63,stat_64,stat_65,stat_66,stat_67,stat_68,stat_69,stat_70,stat_71,stat_72,stat_73,stat_74,stat_75,stat_76,stat_77,stat_78,stat_79,stat_80,stat_81,stat_82,stat_83,stat_84,stat_85,stat_86,stat_87,stat_88,stat_89,stat_90,stat_91,stat_92,stat_93,stat_94,stat_95,id
0,269335.0,269335.0,269335.0,269335.0,269335.0,269335.0,269335.0,269335.0,269335.0,269335.0,269335.0,269335.0,-0.4789726138114929,-0.037642702460289,-0.21595598757266998,0.06154239550232887,-14.67698860168457,0.0,41.468441009521484,3876.515869140625,47582892030371.1,4.015779605324225,1.0,46.020076751708984,0.42947569489479065,0.5188878178596497,0.4226961135864258,0.12936945259571075,28.848203659057617,0.0,180.04605102539062,121.0273208618164,17271380513186.791,1.9989554259744837,0.0,9.28880500793457,-3.298790216445923,-3.2622883319854736,-1.134394884109497,0.0,-89.82072448730469,0.0,0.0,3706.0,0.0,1.0,1.0,28.0,-0.8168399930000305,-0.35365110635757446,-0.5459262728691101,0.007793206023052335,-34.63505935668945,0.0,1.5,3779.25,34062500000000.0,2.0,1.0,39.0,-0.5788812637329102,-0.006695205811411142,-0.21101143956184387,0.027121642604470253,-12.874933242797852,0.0,5.495555400848389,3841.0,47725000000000.0,4.0,1.0,45.0,-0.2506469786167145,0.3007443845272064,0.05055621080100536,0.06863944977521896,2.749032974243164,0.0,21.66666603088379,3970.0,61460000000000.0,6.0,1.0,55.0,1.159666657447815,2.5253162384033203,1.8027446269989014,4.5683088302612305,89.67333221435547,0.0,2659.666748046875,4179.0,86395000000000.0,7.0,1.0,63.0,0d01bbf2
1,412332.0,412332.0,412332.0,412332.0,412332.0,412332.0,412332.0,412332.0,412332.0,412332.0,412332.0,412332.0,0.04786583036184311,0.0032341592013835907,-0.2499808967113495,0.023464879021048546,-18.72247886657715,0.21652454137802124,68.8180160522461,3841.46337890625,43239372180669.945,3.809580629201711,2.47553912866331,24.915834426879883,0.523529052734375,0.4410426914691925,0.6462420225143433,0.05236944556236267,49.60079574584961,0.40797165036201477,278.52093505859375,165.1785888671875,25006218548745.695,1.9717114822960948,0.4994019129232058,6.8996148109436035,-1.777733564376831,-2.433394432067871,-1.0058083534240723,0.0,-89.81966400146484,0.0,0.0,3098.166748046875,0.0,1.0,2.0,13.0,-0.2660117521882057,-0.2777244448661804,-0.8291609585285187,1.123487936638412e-05,-56.70623016357422,0.0,2.738918125629425,3741.0,21475000000000.0,2.0,2.0,19.0,0.009822308085858822,0.008071763440966606,-0.3833217918872833,0.00627247616648674,-23.246983528137207,0.0,7.405453205108643,3807.0,43445000000000.0,4.0,2.0,25.0,0.44533415138721466,0.2610795497894287,0.16022105515003204,0.02052575023844838,9.35718321800232,0.0,18.088058948516846,3963.333251953125,64920000000000.0,6.0,3.0,31.0,1.8598136901855469,1.518310546875,1.5102788209915161,3.0069193840026855,89.3222885131836,1.0,2648.0,4181.0,86395000000000.0,7.0,3.0,37.0,cefdb7fe
2,384228.0,384228.0,384228.0,384228.0,384228.0,384228.0,384228.0,384228.0,384228.0,384228.0,384228.0,384228.0,-0.08886140584945679,0.04515424370765686,-0.21227025985717773,0.004798114765435457,-21.601577758789062,0.611182689666748,9.674904823303223,3838.08203125,43472244682844.56,4.096848746057028,1.0,36.29716873168945,0.3004136085510254,0.37141507863998413,0.8406519889831543,0.027893632650375366,67.85733795166016,0.48046475648880005,47.171302795410156,145.00599670410156,24958255671550.984,1.9869102315980827,0.0,6.423713207244873,-2.1634368896484375,-3.1429383754730225,-1.0014011859893799,0.0,-89.84214782714844,0.0,0.0,3098.166748046875,0.0,1.0,1.0,25.0,-0.3453867733478546,-0.08844493329524994,-0.9923939108848572,0.0,-88.35062026977539,0.0,1.677741378545761,3759.0,21830000000000.0,2.0,1.0,31.0,0.005507001653313637,0.0029660940635949373,-0.6367353796958923,7.883926082286052e-05,-40.234130859375,1.0,6.1037757396698,3818.0,43660000000000.0,4.0,1.0,36.0,0.02783484198153019,0.06728037260472775,0.7865214347839355,0.0038583159330300987,52.158220291137695,1.0,10.394939661026001,3941.0,65210000000000.0,6.0,1.0,42.0,1.0172712802886963,1.3814454078674316,1.0410230159759521,4.4912238121032715,88.8011474609375,1.0,1157.25,4152.0,86395000000000.0,7.0,1.0,47.0,58391429
3,311959.0,311959.0,311959.0,311959.0,311959.0,311959.0,311959.0,311959.0,311959.0,311959.0,311959.0,311959.0,-0.08004434406757355,0.0580173134803772,-0.2690361440181732,0.04541158676147461,-17.783920288085938,0.0,132.96856689453125,3874.70947265625,48575768851034.93,3.8515702383967123,3.0,48.1477165222168,0.6012576222419739,0.5952271819114685,0.3751927316188812,0.095614954829216,25.641258239746094,0.0,434.8723449707031,133.96604919433594,17918521488750.652,1.9853797843589271,0.0,9.50302791595459,-1.9620572328567505,-2.8446614742279053,-1.021510362625122,0.0,-89.55393981933594,0.0,0.0,3683.0,0.0,1.0,3.0,31.0,-0.6058073043823242,-0.44586263597011566,-0.5368750095367432,0.00587737443856895,-33.45375442504883,0.0,2.1687958240509033,3771.0,34505000000000.0,2.0,3.0,41.0,-0.1899999976158142,0.09364583343267441,-0.27882811427116394,0.022030100226402283,-16.6654109954834,0.0,7.046413421630859,3829.0,48365000000000.0,4.0,3.0,48.0,0.4727213531732559,0.5940885543823242,-0.049270834773778915,0.04165886715054512,-3.008854866027832,0.0,29.298994064331055,3971.25,63380000000000.0,6.0,3.0,56.0,1.1483594179153442,3.1867446899414062,2.724947929382324,4.054966926574707,89.5216293334961,0.0,2648.5,4181.0,86395000000000.0,7.0,3.0,67.0,2ca2206f
4,377160.0,377160.0,377160.0,377160.0,377160.0,377160.0,377160.0,377160.0,377160.0,377160.0,377160.0,377160.0,-0.06730291992425919,0.18759649991989136,-0.381375789642334,0.018892908468842506,-30.760854721069336,0.6576519012451172,10.622701644897461,3829.77734375,43244270601336.305,4.015812917594655,1.0,19.9314022064209,0.28243741393089294,0.5284733772277832,0.6692838072776794,0.0757371112704277,53.35984802246094,0.46825265884399414,39.84001541137695,147.43826293945312,25032048626461.555,1.9657378902293552,0.0,6.313088417053223,-3.150714159011841,-4.179972171783447,-1.019038200378418,0.0,-89.81556701660156,0.0,0.0,3098.166748046875,0.0,1.0,1.0,9.0,-0.1699143499135971,-0.029689030721783638,-0.9965929388999939,0.00028595904586836696,-80.33943939208984,0.0,4.218323469161987,3747.0,21425000000000.0,2.0,1.0,14.0,-0.04959994554519653,-0.005726821254938841,-0.5947356224060059,0.009630362037569284,-36.482208251953125,1.0,6.6410181522369385,3812.0,43477500000000.0,4.0,1.0,20.0,0.016026096418499947,0.712303876876831,-0.0006856538821011782,0.012452408904209733,0.043783003464341164,1.0,10.536869287490845,3941.0,64970000000000.0,6.0,1.0,25.0,2.427422046661377,2.343212366104126,2.0946061611175537,5.087604522705078,89.96045684814453,1.0,2408.199951171875,4133.0,86395000000000.0,7.0,1.0,31.0,19455336
5,526776.0,526776.0,526776.0,526776.0,526776.0,526776.0,526776.0,526776.0,526776.0,526776.0,526776.0,526776.0,0.011678389273583889,0.11450176686048508,-0.7239737510681152,0.0021580730099231005,-62.73345184326172,0.7848148941993713,25.791946411132812,3894.84033203125,43204002707032.97,3.8687525627591235,1.0,70.55184173583984,0.16903604567050934,0.43499475717544556,0.47599631547927856,0.019885338842868805,41.026580810546875,0.3967597782611847,56.423648834228516,159.01882934570312,24794595251727.164,2.0389207176623154,0.0,8.966736793518066,-1.9997681379318237,-1.1999149322509766,-2.148963689804077,0.0,-89.69709014892578,0.0,0.0,3354.0,0.0,1.0,1.0,55.0,-0.005133155267685652,-0.026829255744814873,-0.9905800819396973,0.0,-88.33283233642578,1.0,1.372339516878128,3771.0,21945000000000.0,2.0,1.0,63.0,0.02072562277317047,-0.003963523078709841,-0.9818400740623474,9.478728316025808e-06,-86.2138671875,1.0,6.011971473693848,3912.0,43195000000000.0,4.0,1.0,70.0,0.026316355913877487,0.09134694933891296,-0.6781917959451675,0.000895783887244761,-44.34356689453125,1.0,25.867804050445557,4023.0,64490000000000.0,6.0,1.0,78.0,1.143886923789978,2.04723858833313,1.3866006135940552,2.261413097381592,89.64399719238281,1.0,1770.199951171875,4185.0,86395000000000.0,7.0,1.0,86.0,ca33a5e7
6,85692.0,85692.0,85692.0,85692.0,85692.0,85692.0,85692.0,85692.0,85692.0,85692.0,85692.0,85692.0,-0.3607493042945862,-0.06567522138357162,0.09120570123195648,0.06725811213254929,5.6632466316223145,0.0,62.39985656738281,3948.139404296875,48711447042897.82,3.877234747701069,2.0,37.951011657714844,0.4874722361564636,0.4733307957649231,0.5485904216766357,0.16659961640834808,38.52136993408203,0.0,265.83721923828125,91.99264526367188,16882756527040.287,1.3092255729321056,0.0,9.273641586303711,-2.2322328090667725,-2.84773588180542,-1.0161499977111816,0.0,-89.64424133300781,0.0,0.0,3818.0,85000000000.0,1.0,2.0,14.0,-0.7624944746494293,-0.39449966698884964,-0.33576515316963196,0.007560926373116672,-21.266761779785156,0.0,2.0,3859.0,35855000000000.0,3.0,2.0,34.0,-0.47251462936401367,-0.03508101403713226,0.13983842730522156,0.02437417209148407,7.889233350753784,0.0,6.5,3964.0,48277500000000.0,4.0,2.0,36.0,-0.062128317542374134,0.26080498844385147,0.5321576148271561,0.06737303175032139,32.99674701690674,0.0,19.280611038208008,3994.0,61460000000000.0,5.0,2.0,47.0,2.691723585128784,1.4293816089630127,2.27040696144104,5.037907123565674,89.40931701660156,0.0,2615.199951171875,4187.0,86270000000000.0,7.0,2.0,53.0,92bb8516
7,161059.0,161059.0,161059.0,161059.0,161059.0,161059.0,161059.0,161059.0,161059.0,161059.0,161059.0,161059.0,0.018124451860785484,0.0013373543042689562,0.023643633350729942,0.08653990179300308,1.11970055103302,0.0,101.35909271240234,3964.983642578125,52342966863075.02,3.832657597526372,2.045312587312724,40.17780303955078,0.62262362241745,0.5663629770278931,0.4889026880264282,0.18311242759227753,32.95103073120117,0.0,361.4449768066406,153.06259155273438,18098326528077.543,2.018854285433972,0.20798948372128478,19.75270652770996,-2.6832289695739746,-3.152596950531006,-1.0786694288253784,0.0,-89.94185638427734,0.0,0.0,3267.0,0.0,1.0,2.0,23.0,-0.5380143225193024,-0.43724894523620605,-0.33491119742393494,0.013040940277278423,-20.77500629425049,0.0,1.9738942384719849,3829.0,38210000000000.0,2.0,2.0,27.0,-0.0300565417855978,0.00495136808604002,0.002771699335426092,0.03108838200569153,-0.09755013138055801,0.0,6.065235137939453,3982.0,53455000000000.0,4.0,2.0,33.0,0.6090741753578186,0.4247870296239853,0.35752031207084656,0.08444225788116455,20.773151397705078,0.0,20.727540969848633,4087.0,67115000000000.0,5.0,2.0,51.0,2.9368882179260254,3.149463415145874,1.8209166526794434,5.086066246032715,89.200927734375,0.0,2650.39990234375,4199.0,86395000000000.0,7.0,3.0,97.0,2812951b
8,8181.0,8181.0,8181.0,8181.0,8181.0,8181.0,8181.0,8181.0,8181.0,8181.0,8181.0,8181.0,-0.42547014355659485,0.056811921298503876,-0.30792468786239624,0.05312504991889,-20.495256423950195,0.0,10.545762062072754,4095.802734375,63025445544554.45,3.064173083975064,4.0,7.064173221588135,0.4713291823863983,0.5138777494430542,0.3939046859741211,0.15517552196979523,26.673158645629883,0.0,15.383665084838867,6.687519073486328,19378924046673.04,0.2450759901396314,0.0,0.245075985789299,-0.9924218654632568,-3.549023389816284,-1.008632779121399,0.0,-86.91146850585938,0.0,0.0,4086.0,0.0,3.0,4.0,7.0,-0.8119531273841858,-0.2557942569255829,-0.6309635639190674,0.007739149499684572,-40.495853424072266,0.0,2.5,4090.0,55720000000000.0,3.0,4.0,7.0,-0.5333203077316284,0.1385677009820938,-0.2901953160762787,0.017695782706141472,-17.607662200927734,0.0,5.333333492279053,4095.416748046875,65945000000000.0,3.0,4.0,7.0,-0.18477864563465118,0.4226302206516266,-0.03669270873069763,0.05721312388777733,-2.3972957134246826,0.0,10.424627304077148,4099.0,76170000000000.0,3.0,4.0,7.0,1.0068359375,1.009335994720459,0.9674218893051147,3.4292900562286377,80.67994689941406,0.0,266.0,4145.0,86395000000000.0,4.0,4.0,8.0,6b6467f4
9,278676.0,278676.0,278676.0,278676.0,278676.0,278676.0,278676.0,278676.0,278676.0,278676.0,278676.0,278676.0,0.20751816034317017,-0.019418558105826378,0.0538184754550457,0.060861736536026,1.2392807006835938,0.13241183757781982,121.16665649414062,3840.66796875,43202464474874.055,3.7371140679498773,3.0,8.007234573364258,0.5627661347389221,0.49353596568107605,0.5939481854438782,0.17775139212608337,44.14394760131836,0.33574748039245605,379.6315002441406,167.2400665283203,24844766465584.41,1.9992938347998062,0.0,4.672786235809326,-1.2044028043746948,-3.6507856845855713,-1.0047563314437866,0.0,-89.86888122558594,0.0,0.0,3098.166748046875,0.0,1.0,3.0,0.0,-0.12023596093058586,-0.29829708486795425,-0.36746983230113983,0.00033314705797238275,-22.43858814239502,0.0,3.7776164412498474,3724.0,21770000000000.0,2.0,3.0,4.0,0.282462403178215,-0.0017697056755423546,0.03514578938484192,0.012459938880056143,1.6229419708251953,0.0,9.893938064575195,3824.0,43235000000000.0,3.0,3.0,8.0,0.669190526008606,0.2931203544139862,0.5267869085073471,0.0467006666585803,31.21313190460205,0.0,25.905516147613525,3976.833251953125,64625000000000.0,5.0,3.0,12.0,1.7968149185180664,2.623966693878174,3.0060713291168213,4.794266223907471,89.62461853027344,1.0,2636.75,4158.0,86395000000000.0,7.0,3.0,16.0,9d6b1410
